item_id,name,description_de,price,category,meal_type,is_lunch_menu,is_vegetarian,is_vegan_possible,contains_chicken,contains_lamb,contains_fish,contains_shrimp,contains_duck,contains_paneer,allergen_codes,source_page,search_text
56,Palak Tofu,"Tofu mit Blattspinat, Ingwer und exotischen Gewürzen",14.00,Vegetarische Gerichte,main,false,true,true,false,false,false,false,false,false,f,6,"Name: Palak Tofu | Category: Vegetarische Gerichte | Description: Tofu mit Blattspinat, Ingwer und exotischen Gewürzen | Allergens: f"
57,Shahi Paneer,Frischer hausgemachter indischer Käse in spezieller Cashew-Curry-Sahnesoße,14.00,Vegetarische Gerichte,main,false,true,false,false,false,false,false,false,true,"f,g",7,"Name: Shahi Paneer | Category: Vegetarische Gerichte | Description: Frischer hausgemachter indischer Käse in spezieller Cashew-Curry-Sahnesoße | Allergens: f,g"
58,Paneer Tikka Masala,Gegrillter hausgemachter indischer Käse mit exotisch gewürzter Masalasoße,14.50,Vegetarische Gerichte,main,false,true,false,false,false,false,false,false,true,f,7,Name: Paneer Tikka Masala | Category: Vegetarische Gerichte | Description: Gegrillter hausgemachter indischer Käse mit exotisch gewürzter Masalasoße | Allergens: f
59,Malai Kofta,Kartoffelbällchen in spezieller Cashew-Curry-Sahnesoße,14.00,Vegetarische Gerichte,main,false,true,false,false,false,false,false,false,false,"f,g",7,"Name: Malai Kofta | Category: Vegetarische Gerichte | Description: Kartoffelbällchen in spezieller Cashew-Curry-Sahnesoße | Allergens: f,g"
60,Karahi Paneer,"Hausgemachter indischer Käse mit Tomaten, Ingwer, Zwiebeln, Paprika und frischen Kräutern in einer deftigen Currysoße",14.00,Vegetarische Gerichte,main,false,true,false,false,false,false,false,false,true,f,7,"Name: Karahi Paneer | Category: Vegetarische Gerichte | Description: Hausgemachter indischer Käse mit Tomaten, Ingwer, Zwiebeln, Paprika und frischen Kräutern in einer deftigen Currysoße | Allergens: f"
61,Bhindi Masala,frische Okraschoten und Zwiebeln mit exotischen Gewürzen in einer Masala Soße verfeinert,16.00,Vegetarische Gerichte,main,false,true,true,false,false,false,false,false,false,f,7,Name: Bhindi Masala | Category: Vegetarische Gerichte | Description: frische Okraschoten und Zwiebeln mit exotischen Gewürzen in einer Masala Soße verfeinert | Allergens: f
65,Tandoori Chicken,Hähnchenteile mit Joghurtmarinade aus dem Tandoor,17.50,Tandoori-Spezialitäten,main,false,false,false,true,false,false,false,true,false,f,7,Name: Tandoori Chicken | Category: Tandoori-Spezialitäten | Description: Hähnchenteile mit Joghurtmarinade aus dem Tandoor | Allergens: f
66,Chicken Tikka,Mariniertes Hähnchenfilet vom Spieß aus dem Tandoor,18.00,Tandoori-Spezialitäten,main,false,false,false,true,false,false,false,false,false,,7,Name: Chicken Tikka | Category: Tandoori-Spezialitäten | Description: Mariniertes Hähnchenfilet vom Spieß aus dem Tandoor
67,Chicken Malai Tikka,Mariniertes Hähnchen mit Joghurt-Safran-Marinade aus dem Tandoor,18.00,Tandoori-Spezialitäten,main,false,false,false,true,false,false,false,false,false,f,7,Name: Chicken Malai Tikka | Category: Tandoori-Spezialitäten | Description: Mariniertes Hähnchen mit Joghurt-Safran-Marinade aus dem Tandoor | Allergens: f
68,Achari Tikka,Hähnchenfilet mit Zitrone-Chili-Ingwer-Marinade aus dem Tandoor,18.00,Tandoori-Spezialitäten,main,false,false,false,true,false,false,false,false,false,,7,Name: Achari Tikka | Category: Tandoori-Spezialitäten | Description: Hähnchenfilet mit Zitrone-Chili-Ingwer-Marinade aus dem Tandoor
69,Lamb Tikka,Mariniertes Lammfleisch vom Spieß aus dem Tandoor,19.50,Tandoori-Spezialitäten,main,false,false,false,false,true,false,false,false,false,,7,Name: Lamb Tikka | Category: Tandoori-Spezialitäten | Description: Mariniertes Lammfleisch vom Spieß aus dem Tandoor
70,Lamb Seekh Kebab,Saftiger Lammhackspieß aus dem Tandoor,20.50,Tandoori-Spezialitäten,main,false,false,false,false,true,false,false,false,false,,7,Name: Lamb Seekh Kebab | Category: Tandoori-Spezialitäten | Description: Saftiger Lammhackspieß aus dem Tandoor
71,Paneer Tikka,Hausgemachter indischer Käse mit Masalamarinade aus dem Tandoor,17.00,Tandoori-Spezialitäten,main,false,true,false,false,false,false,false,false,true,f,7,Name: Paneer Tikka | Category: Tandoori-Spezialitäten | Description: Hausgemachter indischer Käse mit Masalamarinade aus dem Tandoor | Allergens: f
72,Veggie Tikka,"Hausgemachter indischer Käse mit Champignons, Aubergine, Blumenkohl, Paprika und Zwiebeln in Joghurtmarinade aus dem Tandoor",17.50,Tandoori-Spezialitäten,main,false,true,true,false,false,false,false,false,true,f,7,"Name: Veggie Tikka | Category: Tandoori-Spezialitäten | Description: Hausgemachter indischer Käse mit Champignons, Aubergine, Blumenkohl, Paprika und Zwiebeln in Joghurtmarinade aus dem Tandoor | Allergens: f"
73,Tandoori Jheenga,Marinierte Garnelen aus dem Tandoor,21.00,Tandoori-Spezialitäten,main,false,false,false,false,false,false,true,false,false,d,7,Name: Tandoori Jheenga | Category: Tandoori-Spezialitäten | Description: Marinierte Garnelen aus dem Tandoor | Allergens: d
74,Tandoori Maschli,Marinierter Seelachs aus dem Tandoor,19.50,Tandoori-Spezialitäten,main,false,false,false,false,false,true,false,false,false,d,8,Name: Tandoori Maschli | Category: Tandoori-Spezialitäten | Description: Marinierter Seelachs aus dem Tandoor | Allergens: d
75,Swagat-Grillplatte,Eine herrliche Grillplatte mit verschiedenen Fleischsorten und Fisch,24.90,Tandoori-Spezialitäten,main,false,false,false,true,true,true,false,false,false,"d,f",8,"Name: Swagat-Grillplatte | Category: Tandoori-Spezialitäten | Description: Eine herrliche Grillplatte mit verschiedenen Fleischsorten und Fisch | Allergens: d,f"
76,Chicken Seekh Kebab,saftiger Hähnchenhackspieß aus dem Tandoor,19.00,Tandoori-Spezialitäten,main,false,false,false,true,true,false,false,false,false,,8,Name: Chicken Seekh Kebab | Category: Tandoori-Spezialitäten | Description: saftiger Hähnchenhackspieß aus dem Tandoor
77,Haryali Tikka,Hähnchenfilet mit Minz-Koriander-Marinade aus dem Tandoor,18.00,Tandoori-Spezialitäten,main,false,false,false,true,false,false,false,false,false,,8,Name: Haryali Tikka | Category: Tandoori-Spezialitäten | Description: Hähnchenfilet mit Minz-Koriander-Marinade aus dem Tandoor
80,Chicken Curry,Exotisches Curry mit Hähnchenfilet,14.50,Hähnchen-Spezialitäten,main,false,false,false,true,false,false,false,false,false,f,8,Name: Chicken Curry | Category: Hähnchen-Spezialitäten | Description: Exotisches Curry mit Hähnchenfilet | Allergens: f
81,Butter Chicken,Zartes Hähnchenfilet aus dem Tandoor in Butter-Tomaten-Sahnesoße,15.00,Hähnchen-Spezialitäten,main,false,false,false,true,false,false,false,false,false,"f,g",8,"Name: Butter Chicken | Category: Hähnchen-Spezialitäten | Description: Zartes Hähnchenfilet aus dem Tandoor in Butter-Tomaten-Sahnesoße | Allergens: f,g"
82,Chicken Karahi,"Zartes Hähnchenfilet mit Tomaten, Ingwer, Zwiebeln, Paprika und frischen Kräutern in einer deftigen Currysoße",15.50,Hähnchen-Spezialitäten,main,false,false,false,true,false,false,false,false,false,f,8,"Name: Chicken Karahi | Category: Hähnchen-Spezialitäten | Description: Zartes Hähnchenfilet mit Tomaten, Ingwer, Zwiebeln, Paprika und frischen Kräutern in einer deftigen Currysoße | Allergens: f"
83,Chicken Korma,Zartes Hähnchenfilet mit Cashewnüssen in Mandelsoße zubereitet,16.00,Hähnchen-Spezialitäten,main,false,false,false,true,false,false,false,false,false,"f,g",8,"Name: Chicken Korma | Category: Hähnchen-Spezialitäten | Description: Zartes Hähnchenfilet mit Cashewnüssen in Mandelsoße zubereitet | Allergens: f,g"
84,Chicken Vindaloo,Zartes Hähnchenfilet und Kartoffeln in einer scharfen südindischen Currysoße,15.00,Hähnchen-Spezialitäten,main,false,false,false,true,false,false,false,false,false,f,8,Name: Chicken Vindaloo | Category: Hähnchen-Spezialitäten | Description: Zartes Hähnchenfilet und Kartoffeln in einer scharfen südindischen Currysoße | Allergens: f
85,Chicken Madras,Zartes Hähnchenfilet zubereitet mit Kokosmilch und Curry-Gewürzen,16.00,Hähnchen-Spezialitäten,main,false,false,false,true,false,false,false,false,false,"f,g",8,"Name: Chicken Madras | Category: Hähnchen-Spezialitäten | Description: Zartes Hähnchenfilet zubereitet mit Kokosmilch und Curry-Gewürzen | Allergens: f,g"
86,Chicken Jalfrezi,"Gebratenes Hähnchenfilet mit Paprika, Zwiebeln und Tomaten in Curry-Gewürz-Soße zubereitet",15.50,Hähnchen-Spezialitäten,main,false,false,false,true,false,false,false,false,false,f,8,"Name: Chicken Jalfrezi | Category: Hähnchen-Spezialitäten | Description: Gebratenes Hähnchenfilet mit Paprika, Zwiebeln und Tomaten in Curry-Gewürz-Soße zubereitet | Allergens: f"
87,Mango Chicken,Zartes Hähnchenfilet mit Mango in einer exotischen Früchtesoße zubereitet,15.50,Hähnchen-Spezialitäten,main,false,false,false,true,false,false,false,false,false,f,8,Name: Mango Chicken | Category: Hähnchen-Spezialitäten | Description: Zartes Hähnchenfilet mit Mango in einer exotischen Früchtesoße zubereitet | Allergens: f
88,Chili Chicken,"Zartes Hähnchenfilet in einer Paprika-Zwiebelsoße, mit exotischen Gewürzen verfeinert",17.00,Hähnchen-Spezialitäten,main,false,false,false,true,false,false,false,false,false,a,8,"Name: Chili Chicken | Category: Hähnchen-Spezialitäten | Description: Zartes Hähnchenfilet in einer Paprika-Zwiebelsoße, mit exotischen Gewürzen verfeinert | Allergens: a"
89,Chicken Channa,Zartes Hähnchenfilet in Kichererbsen-Curry-Soße,15.50,Hähnchen-Spezialitäten,main,false,false,false,true,false,false,false,false,false,f,8,Name: Chicken Channa | Category: Hähnchen-Spezialitäten | Description: Zartes Hähnchenfilet in Kichererbsen-Curry-Soße | Allergens: f
90,Chicken Saag,"Zartes Hähnchenfilet mit Blattspinat, Ingwer und exotischen Gewürzen",15.50,Hähnchen-Spezialitäten,main,false,false,false,true,false,false,false,false,false,f,9,"Name: Chicken Saag | Category: Hähnchen-Spezialitäten | Description: Zartes Hähnchenfilet mit Blattspinat, Ingwer und exotischen Gewürzen | Allergens: f"
91,Chicken Channa Saag,"Zartes Hähnchenfilet und Kichererbsen mit Blattspinat, Ingwer und exotischen Gewürzen",16.00,Hähnchen-Spezialitäten,main,false,false,false,true,false,false,false,false,false,f,9,"Name: Chicken Channa Saag | Category: Hähnchen-Spezialitäten | Description: Zartes Hähnchenfilet und Kichererbsen mit Blattspinat, Ingwer und exotischen Gewürzen | Allergens: f"
92,Chicken Tikka Masala,Gegrilltes Hähnchenfilet in einer würzigen Soße serviert und mit exotischen Gewürzen verfeinert,16.50,Hähnchen-Spezialitäten,main,false,false,false,true,false,false,false,false,false,,9,Name: Chicken Tikka Masala | Category: Hähnchen-Spezialitäten | Description: Gegrilltes Hähnchenfilet in einer würzigen Soße serviert und mit exotischen Gewürzen verfeinert
93,Achari Chicken,"Zartes Hähnchenfilet mit Knoblauch, Ingwer, Zitronensaft und Currysoße",15.50,Hähnchen-Spezialitäten,main,false,false,false,true,false,false,false,false,false,f,9,"Name: Achari Chicken | Category: Hähnchen-Spezialitäten | Description: Zartes Hähnchenfilet mit Knoblauch, Ingwer, Zitronensaft und Currysoße | Allergens: f"
94,Chicken 65,"Knusprig frittiertes Hähnchen in würziger südindischer Marinade mit Knoblauch, Ingwer, Curryblättern und einer leicht süß-sauren Schärfe",16.00,Hähnchen-Spezialitäten,main,false,false,false,true,false,false,false,false,false,"a,f",9,"Name: Chicken 65 | Category: Hähnchen-Spezialitäten | Description: Knusprig frittiertes Hähnchen in würziger südindischer Marinade mit Knoblauch, Ingwer, Curryblättern und einer leicht süß-sauren Schärfe | Allergens: a,f"
110,Lamb Curry,Zartes Lammfleisch zubereitet mit speziellen Curry-Gewürzen,17.50,Lamm-Spezialitäten,main,false,false,false,false,true,false,false,false,false,f,9,Name: Lamb Curry | Category: Lamm-Spezialitäten | Description: Zartes Lammfleisch zubereitet mit speziellen Curry-Gewürzen | Allergens: f
111,Lamb Karahi,"Zartes Lammfleisch mit verschiedenen indischen Gewürzen, Paprika, Tomaten, Zwiebeln und frischen Kräutern in Currysoße",18.00,Lamm-Spezialitäten,main,false,false,false,false,true,false,false,false,false,f,9,"Name: Lamb Karahi | Category: Lamm-Spezialitäten | Description: Zartes Lammfleisch mit verschiedenen indischen Gewürzen, Paprika, Tomaten, Zwiebeln und frischen Kräutern in Currysoße | Allergens: f"
112,Lamb Korma,Zartes Lammfleisch mit Cashewnüssen in Mandelsoße zubereitet,19.00,Lamm-Spezialitäten,main,false,false,false,false,true,false,false,false,false,"f,g",9,"Name: Lamb Korma | Category: Lamm-Spezialitäten | Description: Zartes Lammfleisch mit Cashewnüssen in Mandelsoße zubereitet | Allergens: f,g"
113,Lamb Vindaloo,Zartes Lammfleisch und Kartoffeln in einer scharfen südindischen Currysoße,18.00,Lamm-Spezialitäten,main,false,false,false,false,true,false,false,false,false,f,9,Name: Lamb Vindaloo | Category: Lamm-Spezialitäten | Description: Zartes Lammfleisch und Kartoffeln in einer scharfen südindischen Currysoße | Allergens: f
114,Lamb Jalfrezi,Zartes Lammfleisch mit Paprika in einer pikanten Currysoße,18.00,Lamm-Spezialitäten,main,false,false,false,false,true,false,false,false,false,f,9,Name: Lamb Jalfrezi | Category: Lamm-Spezialitäten | Description: Zartes Lammfleisch mit Paprika in einer pikanten Currysoße | Allergens: f
115,Lamb Madras,Zartes Lammfleisch zubereitet mit Kokosmilch und Curry-Gewürzen,18.50,Lamm-Spezialitäten,main,false,false,false,false,true,false,false,false,false,"f,g",9,"Name: Lamb Madras | Category: Lamm-Spezialitäten | Description: Zartes Lammfleisch zubereitet mit Kokosmilch und Curry-Gewürzen | Allergens: f,g"
116,Lamb Mango,"Zartes Lammfleisch in einer exotischen Mango-, Zwiebelcurrysoße",18.00,Lamm-Spezialitäten,main,false,false,false,false,true,false,false,false,false,f,9,"Name: Lamb Mango | Category: Lamm-Spezialitäten | Description: Zartes Lammfleisch in einer exotischen Mango-, Zwiebelcurrysoße | Allergens: f"
117,Lamb Saag,"zartes Lammfleisch in Blattspinat, Ingwer und exotischen Gewürzen",18.00,Lamm-Spezialitäten,main,false,false,false,false,true,false,false,false,false,f,9,"Name: Lamb Saag | Category: Lamm-Spezialitäten | Description: zartes Lammfleisch in Blattspinat, Ingwer und exotischen Gewürzen | Allergens: f"
118,Lamb Masala,"Zartes Lammfleisch in einer gewürzten Soße aus Ingwer, Knoblauch und exotischen Gewürzen",17.50,Lamm-Spezialitäten,main,false,false,false,false,true,false,false,false,false,f,9,"Name: Lamb Masala | Category: Lamm-Spezialitäten | Description: Zartes Lammfleisch in einer gewürzten Soße aus Ingwer, Knoblauch und exotischen Gewürzen | Allergens: f"
119,Lamb Bhindi Masala,"Lammfleisch in einer exotisch gewürzten Soße aus Ingwer, Knoblauch und frischen Okraschoten zubereitet",19.00,Lamm-Spezialitäten,main,false,false,false,false,true,false,false,false,false,f,10,"Name: Lamb Bhindi Masala | Category: Lamm-Spezialitäten | Description: Lammfleisch in einer exotisch gewürzten Soße aus Ingwer, Knoblauch und frischen Okraschoten zubereitet | Allergens: f"
125,Maschli Curry,Seelachs in pikanter Senf-Currysoße,17.50,Fisch-Spezialitäten,main,false,false,false,false,false,true,false,false,false,"d,f,i",10,"Name: Maschli Curry | Category: Fisch-Spezialitäten | Description: Seelachs in pikanter Senf-Currysoße | Allergens: d,f,i"
126,Chili Maschli,Seelachs in Chili-Soße nach indischer Art,18.00,Fisch-Spezialitäten,main,false,false,false,false,false,true,false,false,false,d,10,Name: Chili Maschli | Category: Fisch-Spezialitäten | Description: Seelachs in Chili-Soße nach indischer Art | Allergens: d
127,Jheenga Curry,"Garnelen in pikanter Soße mit Tomaten, Zwiebeln, Ingwer, Knoblauch, indischen Gewürzen und Kräutern gebraten",19.00,Fisch-Spezialitäten,main,false,false,false,false,false,false,true,false,false,"d,f",10,"Name: Jheenga Curry | Category: Fisch-Spezialitäten | Description: Garnelen in pikanter Soße mit Tomaten, Zwiebeln, Ingwer, Knoblauch, indischen Gewürzen und Kräutern gebraten | Allergens: d,f"
128,Jheenga Masala,Garnelen in Masala-Soße nach indischer Art,19.00,Fisch-Spezialitäten,main,false,false,false,false,false,false,true,false,false,"d,f",10,"Name: Jheenga Masala | Category: Fisch-Spezialitäten | Description: Garnelen in Masala-Soße nach indischer Art | Allergens: d,f"
135,Enten Curry,Entenbrust in einer milden Currysoße,18.50,Enten-Spezialitäten,main,false,false,false,false,false,false,false,true,false,f,10,Name: Enten Curry | Category: Enten-Spezialitäten | Description: Entenbrust in einer milden Currysoße | Allergens: f
136,Enten Vindaloo,Entenbrust in einer scharfen Currysoße,18.50,Enten-Spezialitäten,main,false,false,false,false,false,false,false,true,false,f,10,Name: Enten Vindaloo | Category: Enten-Spezialitäten | Description: Entenbrust in einer scharfen Currysoße | Allergens: f
137,Mango Ente,Entenbrust in einer milden Mangocremesoße,18.50,Enten-Spezialitäten,main,false,false,false,false,false,false,false,true,false,f,10,Name: Mango Ente | Category: Enten-Spezialitäten | Description: Entenbrust in einer milden Mangocremesoße | Allergens: f
138,Enten Korma,"Entenbrust in einer pikanten Currysoße verfeinert mit indischen Gewürzen, Kokos und Mandeln",19.00,Enten-Spezialitäten,main,false,false,false,false,false,false,false,true,false,f,10,"Name: Enten Korma | Category: Enten-Spezialitäten | Description: Entenbrust in einer pikanten Currysoße verfeinert mit indischen Gewürzen, Kokos und Mandeln | Allergens: f"
145,Samosa-Teller,"Zwei Samosa mit Currykichererbsen, Tomaten, Gurken, Zwiebeln und mit zweierlei Soßen garniert",12.00,Swagat-Spezialitäten,main,false,false,false,false,false,false,false,false,false,,10,"Name: Samosa-Teller | Category: Swagat-Spezialitäten | Description: Zwei Samosa mit Currykichererbsen, Tomaten, Gurken, Zwiebeln und mit zweierlei Soßen garniert"
146,Aloo Tikki,"Drei indische Kartoffelpuffer mit roten Zwiebeln, Weißkohl und zweierlei Soße",12.00,Swagat-Spezialitäten,main,false,false,false,false,false,false,false,false,false,,10,"Name: Aloo Tikki | Category: Swagat-Spezialitäten | Description: Drei indische Kartoffelpuffer mit roten Zwiebeln, Weißkohl und zweierlei Soße"
155,Boondi Raita,Joghurt mit knusprigen Backerbsen,3.50,Beilagen,side,false,true,false,false,false,false,false,false,false,f,11,Name: Boondi Raita | Category: Beilagen | Description: Joghurt mit knusprigen Backerbsen | Allergens: f
156,Raita Joghurt,"Mit Tomaten, Zwiebeln, Gurken und Koriander",4.50,Beilagen,side,false,true,false,false,false,false,false,false,false,f,11,"Name: Raita Joghurt | Category: Beilagen | Description: Mit Tomaten, Zwiebeln, Gurken und Koriander | Allergens: f"
157,Minzsoße,Minze mit Joghurt,2.50,Beilagen,side,false,true,true,false,false,false,false,false,false,f,11,Name: Minzsoße | Category: Beilagen | Description: Minze mit Joghurt | Allergens: f
158,Mango Chutney,Mit Mango und exotischen Gewürzen,3.00,Beilagen,side,false,true,true,false,false,false,false,false,false,,11,Name: Mango Chutney | Category: Beilagen | Description: Mit Mango und exotischen Gewürzen
159,Green Chutney,"Mit Minze, Koriander, Zwiebeln und exotischen Gewürzen",2.50,Beilagen,side,false,true,true,false,false,false,false,false,false,,11,"Name: Green Chutney | Category: Beilagen | Description: Mit Minze, Koriander, Zwiebeln und exotischen Gewürzen"
160,Portion Extra-Reis,,3.50,Beilagen,side,false,true,true,false,false,false,false,false,false,,11,Name: Portion Extra-Reis | Category: Beilagen | Description: 
161,Jeera-Reis,,3.50,Beilagen,side,false,true,true,false,false,false,false,false,false,,11,Name: Jeera-Reis | Category: Beilagen | Description: 
162,Mixed Pickels (scharf),eingelegte Gemüse und Früchte in Öl und Gewürzen,2.50,Beilagen,side,false,true,true,false,false,false,false,false,false,,11,Name: Mixed Pickels (scharf) | Category: Beilagen | Description: eingelegte Gemüse und Früchte in Öl und Gewürzen
165,Gulab Jamun (3 stück),Süße Milchbällchen,5.50,Desserts,dessert,false,true,false,false,false,false,false,false,false,f,11,Name: Gulab Jamun (3 stück) | Category: Desserts | Description: Süße Milchbällchen | Allergens: f
166,Kheer,Milchreis mit verschiedenen Nusssorten und Rosenwasser,5.50,Desserts,dessert,false,true,false,false,false,false,false,false,false,"f,g",11,"Name: Kheer | Category: Desserts | Description: Milchreis mit verschiedenen Nusssorten und Rosenwasser | Allergens: f,g"
167,Ras Malei (2 Stück),"Zwei eingelegte Milchbällchen in Pistazien, Kardamom und Safransoße",6.00,Desserts,dessert,false,true,false,false,false,false,false,false,false,f,11,"Name: Ras Malei (2 Stück) | Category: Desserts | Description: Zwei eingelegte Milchbällchen in Pistazien, Kardamom und Safransoße | Allergens: f"
168,Matka Kulfi (Tontopf),Traditionelles indisches Eis,6.50,Desserts,dessert,false,true,false,false,false,false,false,false,false,"f,g",11,"Name: Matka Kulfi (Tontopf) | Category: Desserts | Description: Traditionelles indisches Eis | Allergens: f,g"
169,Mango Cream,,5.00,Desserts,dessert,false,true,false,false,false,false,false,false,false,"f,g",11,"Name: Mango Cream | Category: Desserts | Description:  | Allergens: f,g"
180,"Mineralwasser 1,0l",,3.50,Getränke,drink,false,true,true,false,false,false,false,false,false,,12,"Name: Mineralwasser 1,0l | Category: Getränke | Description: "
181,"Stilles Wasser 1,0l",,3.50,Getränke,drink,false,true,true,false,false,false,false,false,false,,12,"Name: Stilles Wasser 1,0l | Category: Getränke | Description: "
182,"Coca-Cola 1,0l",,4.00,Getränke,drink,false,true,true,false,false,false,false,false,false,,12,"Name: Coca-Cola 1,0l | Category: Getränke | Description: "
183,"Coca-Cola Zero 1,0l",,4.00,Getränke,drink,false,true,true,false,false,false,false,false,false,,12,"Name: Coca-Cola Zero 1,0l | Category: Getränke | Description: "
184,"Fanta 1,0l",,4.00,Getränke,drink,false,true,true,false,false,false,false,false,false,,12,"Name: Fanta 1,0l | Category: Getränke | Description: "
185,"Sprite 1,0l",,4.00,Getränke,drink,false,true,true,false,false,false,false,false,false,,12,"Name: Sprite 1,0l | Category: Getränke | Description: "
190,"Lassi (süß) 0,4l",,4.50,Getränke,drink,false,true,false,false,false,false,false,false,false,f,12,"Name: Lassi (süß) 0,4l | Category: Getränke | Description:  | Allergens: f"
191,"Lassi (salzig) 0,4l",,4.50,Getränke,drink,false,true,false,false,false,false,false,false,false,f,12,"Name: Lassi (salzig) 0,4l | Category: Getränke | Description:  | Allergens: f"
192,"Mango Lassi 0,4l",,5.00,Getränke,drink,false,true,false,false,false,false,false,false,false,f,12,"Name: Mango Lassi 0,4l | Category: Getränke | Description:  | Allergens: f"
193,"Banana Lassi 0,4l",,5.00,Getränke,drink,false,true,false,false,false,false,false,false,false,f,12,"Name: Banana Lassi 0,4l | Category: Getränke | Description:  | Allergens: f"
194,"Mango Lassi (vegan) 0,4l",Mit Kokosmilch,5.50,Getränke,drink,false,true,true,false,false,false,false,false,false,,12,"Name: Mango Lassi (vegan) 0,4l | Category: Getränke | Description: Mit Kokosmilch"
201,"Hefeweizen hell 0,5l",,4.50,Getränke,drink,false,true,true,false,false,false,false,false,false,,12,"Name: Hefeweizen hell 0,5l | Category: Getränke | Description: "
202,"Hefeweizen dunkel 0,5l",,4.50,Getränke,drink,false,true,true,false,false,false,false,false,false,,12,"Name: Hefeweizen dunkel 0,5l | Category: Getränke | Description: "
203,"Hefeweizen alkoholfrei 0,5l",,4.50,Getränke,drink,false,true,true,false,false,false,false,false,false,,12,"Name: Hefeweizen alkoholfrei 0,5l | Category: Getränke | Description: "
204,Kingfisher (indisches Bier),,4.00,Getränke,drink,false,true,true,false,false,true,false,false,false,,12,Name: Kingfisher (indisches Bier) | Category: Getränke | Description: 
